renew req %,Pricing,Cellulosic cost,Total biomass,Feedstock distribution,Cellulosic yield,Oil elasticity,Demand elasticity,Electricity coproduction,oil supply shift,Biomass backstop price,input record,Expen change,Incremental cost,Less than 10%,Greater than 90%
0.25,1,132.3999939,450,0.839999974,85.40000153,0.57099998,-0.39199999,1.460000038,-0.079999998,104.0999985,1101,67.75,235.43,0,0
0.25,1,82.5,795.4000244,0.970000029,99.5,0.330000013,-0.735000014,0.579999983,0.014,168.3000031,1102,2.2,51.61,1,0
0.25,1,131.3000031,566.5999756,0.5,80.80000305,0.308999985,-0.737999976,1.379999995,0.068000004,160.8000031,1104,32.35,333.74,0,0
0.25,1,81.5,656.7999878,0.460000008,85.5,0.245000005,-0.681999981,1.309999943,0.057,193,1105,33.64,281.35,0,0
0.25,1,89.5,824,0.970000029,90.59999847,0.381999999,-0.476000011,1.50999999,-0.011,123,1106,27.53,126.87,0,0
0.25,1,91.69999695,542.4000244,0.230000004,80.30000305,0.532999992,-0.229000002,0.850000024,0.048,185.8999939,1108,117.03,314.74,0,1
0.25,1,107.6999969,601.7999878,0.239999995,92.80000305,0.393999994,-0.368000001,0.050000001,-0.085000001,186.8000031,1109,86.67,291.5,0,1
0.25,1,125.6999969,709.5999756,0.959999979,86.59999847,0.349000007,-0.284000009,1.629999995,-0.082000002,139.3000031,1110,94.52,276.78,0,1
0.25,1,102.9000015,597.4000244,0.02,90.5,0.31400001,-0.792999983,0.620000005,-0.050999999,136.1999969,1111,16.86,220.13,0,0
0.25,1,74,452.2000122,0.75,80.59999847,0.202999994,-0.800000012,0.74000001,-0.029999999,144.1000061,1112,15.48,228.06,0,0
0.25,1,117.6999969,859.2000122,0.419999987,89,0.518000007,-0.708999991,1.950000048,0.006,172.3000031,1113,18.15,156.5,0,0
0.25,1,85.19999695,623.7999878,0.150000006,80.80000305,0.308999985,-0.375,1.840000033,0.079000004,118.1999969,1114,49.26,185.99,0,0
0.25,1,126.1999969,885.5999756,0.720000029,88.59999847,0.286000013,-0.35800001,1.600000024,-0.033,144.6000061,1115,49.83,175.91,0,0
0.25,1,71.80000305,689.7999878,0.949999988,90.90000153,0.349000007,-0.333999991,0.850000024,0.093999997,182.8000031,1116,65,221.62,0,0
0.25,1,74.19999695,496.2000122,0.959999979,84,0.505999982,-0.209999993,1.580000043,-0.066,163.5,1117,93.65,242.6,0,1
0.25,1,92.69999695,885.5999756,0.639999986,89,0.349999994,-0.458999991,0.589999974,0.066,112,1118,35.52,159.58,0,0
0.25,1,102.9000015,555.5999756,0.02,93.40000153,0.462000012,-0.365999997,0.50999999,0.061000001,133.1000061,1119,54.05,190.63,0,0
0.25,1,91.40000153,564.4000244,0.670000017,87.30000305,0.246000007,-0.800000012,0.980000019,-0.048,197.3999939,1120,22.64,309.42,0,0
0.25,1,116.3000031,720.5999756,0.140000001,98.09999847,0.363000005,-0.377999991,1.090000033,0.046,100.0999985,1121,39.59,149.75,0,0
0.25,1,69.40000153,518.2000122,0.280000001,85.19999695,0.333000004,-0.626999974,1.889999986,-0.011,162.1999969,1123,34.62,225.09,0,0
0.25,1,127.3000031,599.5999756,0.079999998,80.30000305,0.39199999,-0.735000014,1.570000052,-0.028999999,119,1124,29.05,272.92,0,0
0.25,1,118.6999969,700.7999878,0.159999996,84.30000305,0.342000008,-0.474000007,0.059999999,0.041999999,156.3999939,1125,66.17,290.24,0,0
0.25,1,69.40000153,870.2000122,0.699999988,99,0.210999995,-0.365999997,1.330000043,0.093000002,158.1999969,1126,-3.09,21.89,1,0
0.25,1,91.90000153,692,0.689999998,88.80000305,0.345999986,-0.462000012,0.529999971,0.096000001,143.1999969,1127,45.02,201.25,0,0
0.25,1,79.59999847,975.7999878,0.839999974,80.59999847,0.550000012,-0.252999991,1.460000038,0.043000001,102.8000031,1128,54.53,157.79,0,0
0.25,1,115.5,912,0.74000001,95,0.54400003,-0.574000001,1.120000005,-0.086000003,189.8999939,1129,29.54,156.37,0,0
0.25,1,125.1999969,485.2000122,0.620000005,85.90000153,0.218999997,-0.507000029,1.850000024,0.071999997,166.6000061,1130,60.77,302.87,0,0
0.25,1,78,516,0.129999995,88,0.257999986,-0.225999996,1.590000033,-0.029999999,189.3999939,1131,98.26,269.54,0,1
0.25,1,97,498.3999939,0.519999981,89.30000305,0.287999988,-0.685000002,1.690000057,0.057999998,165.6999969,1133,29.33,245.77,0,0
0.25,1,71.80000305,630.4000244,0.200000003,89.09999847,0.250999987,-0.305999994,0.49000001,0.050999999,115.0999985,1135,37.76,134.21,0,0
0.25,1,123.5,995.5999756,0.930000007,84.09999847,0.224000007,-0.74000001,1.139999986,0.039000001,176.1999969,1136,15.63,179.4,0,0
0.25,1,111.8000031,650.2000122,0.939999998,92,0.524999976,-0.291000009,0.039999999,0.077,140.1999969,1137,71.37,217.03,0,0
0.25,1,110.4000015,973.5999756,0.439999998,95.5,0.208000004,-0.75,0.540000021,-0.057999998,116,1138,9.66,123.02,1,0
0.25,1,90.30000305,489.6000061,0.660000026,88.30000305,0.456,-0.787999988,0.200000003,-0.024,156.3999939,1139,19.39,235.72,0,0
0.25,1,76.09999847,997.7999878,0.140000001,95.80000305,0.250999987,-0.50999999,1.539999962,-0.054000001,175.8000031,1140,14.9,86.83,0,0
0.25,1,92.19999695,485.2000122,0.850000024,97.40000153,0.522000015,-0.469000012,0.25999999,0.008,152.5,1141,46.17,194.46,0,0
0.25,1,82.5,716.2000122,0.600000024,91.80000305,0.335999995,-0.621999979,1.460000038,-0.067000002,137.1000061,1143,29.8,188.01,0,0
0.25,1,119.5,665.5999756,0.709999979,98.5,0.48300001,-0.312999994,0.479999989,-0.07,157.8000031,1144,79.21,241.49,0,1
0.25,1,96.5,573.2000122,0.100000001,84.90000153,0.49000001,-0.711000025,0.140000001,0.044,102.3000031,1145,19.03,168.58,0,0
0.25,1,67.80000305,527,1,97.19999695,0.574000001,-0.612999976,0.769999981,0,187.1999969,1146,35.23,209.92,0,0
0.25,1,120.5999985,766.7999878,0.920000017,84.80000305,0.388999999,-0.537999988,0.899999976,-0.057999998,109.4000015,1147,46.69,228.48,0,0
0.25,1,91.40000153,892.2000122,0.870000005,92.40000153,0.338,-0.546000004,0.620000005,-0.082000002,153.8000031,1148,25.01,132.53,0,0
0.25,1,85.5,595.2000122,0.639999986,96.40000153,0.333999991,-0.546000004,1.049999952,0.077,160.3999939,1149,34.88,191.24,0,0
0.25,1,83.30000305,505,0.819999993,89.40000153,0.477999985,-0.231000006,1.74000001,-0.074000001,189,1150,102.07,272.14,0,1
0.25,1,76.90000153,458.7999878,0.810000002,87.80000305,0.560000002,-0.225999996,1.120000005,0.093000002,100.5999985,1151,41.59,120.74,0,0
0.25,1,89,623.7999878,0,83.90000153,0.213,-0.430000007,1.940000057,0.064000003,96.19999695,1152,31.96,146.5,0,0
0.25,1,109.5999985,742.5999756,0.699999988,80.19999695,0.437999994,-0.757000029,1.480000019,0.082000002,135.3000031,1156,23.6,183.94,0,0
0.25,1,84.69999695,476.3999939,0.589999974,98,0.31400001,-0.727999985,1.059999943,0.022,171.3999939,1157,21.08,207.39,0,0
0.25,1,98.59999847,634.7999878,0.059999999,99.59999847,0.551999986,-0.792999983,0.899999976,-0.082999997,117.6999969,1158,12.82,157.47,0,0
0.25,1,116.5999985,967,0.769999981,95,0.493999988,-0.617999971,0.579999983,0.066,132.6999969,1159,14.55,102.14,0,0
0.25,1,119.8000031,742.5999756,0.779999971,96.90000153,0.509000003,-0.564999998,1.909999967,0.023,138.8000031,1160,26.89,147.23,0,0
0.25,1,97.30000305,771.2000122,0.029999999,89.30000305,0.488000005,-0.787999988,1.25999999,-0.052999999,124.3000031,1161,11.64,145.83,1,0
0.25,1,82,700.7999878,0.439999998,87.19999695,0.263999999,-0.370000005,1.460000038,0.054000001,109.4000015,1162,37.55,146.79,0,0
0.25,1,113.4000015,588.5999756,0.639999986,94.69999695,0.222000003,-0.477999985,0.25999999,0.028000001,129.1999969,1163,42.53,199.46,0,0
0.25,1,106.0999985,978,0.920000017,89.80000305,0.214000002,-0.35800001,1.309999943,0.012,143.6999969,1164,35.29,136.91,0,0
0.25,1,72.40000153,571,0.469999999,88.40000153,0.55400002,-0.435000002,1.019999981,-0.078000002,142.3999939,1165,50.08,190.69,0,0
0.25,1,124.4000015,650.2000122,0.860000014,94,0.469999999,-0.270000011,0.639999986,0.026000001,196,1166,107.82,310.71,0,1
0.25,1,88.40000153,586.4000244,0.550000012,98.40000153,0.541999996,-0.240999997,1.100000024,0.097999997,97.90000153,1167,33.56,103.11,0,0
0.25,1,87.59999847,755.7999878,0.769999981,91.80000305,0.372999996,-0.653999984,1.220000029,0.016000001,172.6999969,1168,14.98,126.29,0,0
0.25,1,115.8000031,698.5999756,0.819999993,86.90000153,0.266000003,-0.398999989,1.820000052,-0.028000001,189.3999939,1169,90.16,332.32,0,1
0.25,1,124.9000015,907.5999756,0.5,95.5,0.282999992,-0.667999983,0.959999979,0.082000002,160.3999939,1170,11.22,108.57,1,0
0.25,1,120.0999985,472,0.860000014,83.09999847,0.200000003,-0.634000003,0.219999999,-0.005,165.6999969,1172,46.89,321.3,0,0
0.25,1,133.5,542.4000244,0.029999999,82.19999695,0.469000012,-0.312999994,1.549999952,0.075999998,194.6999969,1173,121.93,382.35,0,1
0.25,1,87.40000153,947.2000122,0.579999983,90.59999847,0.395000011,-0.689999998,1.159999967,0.093999997,118.1999969,1174,7.44,81.79,1,0
0.25,1,68.30000305,538,0.460000008,80.5,0.291000009,-0.512000024,0.02,0.027000001,138.3999939,1175,40.54,200.33,0,0
0.25,1,92.5,522.5999756,0.920000017,82.30000305,0.418000013,-0.243000001,1.879999995,0.006,131.3999939,1176,79.25,222.12,0,1
0.25,1,70.19999695,461,0.819999993,97.80000305,0.266000003,-0.610000014,1.169999957,0.02,98.80000305,1177,11.09,90.2,1,0
0.25,1,69.69999695,535.7999878,0.949999988,95.90000153,0.246000007,-0.763999999,1.320000052,0.028000001,189.3999939,1178,17.94,218.57,0,0
0.25,1,92.19999695,571,0.239999995,82.09999847,0.538999975,-0.393999994,0.720000029,0.017999999,161.6999969,1179,75.55,269.98,0,0
0.25,1,101.3000031,894.4000244,0.540000021,95.59999847,0.310000002,-0.625,1.570000052,0.003,178.3999939,1180,17.95,128.51,0,0
0.25,1,113.4000015,960.4000244,0.02,83.80000305,0.312000006,-0.423000008,1.99000001,0.082000002,154.6999969,1181,32.84,142.72,0,0
0.25,1,74.19999695,595.2000122,0.01,84.30000305,0.501999974,-0.300999999,1.049999952,0.046,182,1182,85.12,259.94,0,1
0.25,1,119.3000031,683.2000122,0.519999981,84.40000153,0.54400003,-0.246000007,0.870000005,-0.086000003,191.1999969,1183,131.77,355.86,0,1
0.25,1,84.40000153,901,0.939999998,85,0.469000012,-0.591000021,0.589999974,-0.097000003,183.6999969,1184,19.12,112.36,0,0
0.25,1,68.30000305,639.2000122,0.400000006,88.09999847,0.335999995,-0.777999997,1.029999971,0.001,142.8000031,1187,14.34,181.22,0,0
0.25,1,106.0999985,795.4000244,0.980000019,97.80000305,0.338999987,-0.564999998,0.01,0.017999999,110.1999969,1188,26.91,154.31,0,0
0.25,1,122.1999969,678.7999878,0.639999986,91.90000153,0.42899999,-0.310000002,0.140000001,-0.088,122.5999985,1191,73.36,223.76,0,0
0.25,1,89.80000305,718.4000244,0.5,93.59999847,0.298999995,-0.296000004,1.419999957,0.022,161.3000031,1192,68.46,215.73,0,0
0.25,1,107.1999969,628.2000122,0.660000026,92.90000153,0.524999976,-0.757000029,0.5,0.013,171.3999939,1193,25.14,258.8,0,0
0.25,1,83.30000305,846,0.460000008,88.40000153,0.275000006,-0.602999985,0.660000026,0.082000002,115.0999985,1194,6.41,66.61,1,0
0.25,1,132.8999939,982.4000244,0.439999998,82.90000153,0.546000004,-0.754000008,0.819999993,-0.096000001,105.8000031,1196,21.89,195.09,0,0
0.25,1,100.1999969,729.4000244,0.310000002,81.59999847,0.36500001,-0.218999997,1.070000052,0.097999997,152.8999939,1198,94.49,260.71,0,1
0.25,1,100.5,489.6000061,0.870000005,87.40000153,0.225999996,-0.493000001,0.400000006,-0.096000001,101.9000015,1199,40.04,183.22,0,0
0.25,1,104.3000031,450,0.449999988,98.19999695,0.261999995,-0.272000015,1.539999962,0.046,106.3000031,1201,42.95,141.2,0,0
0.25,1,83.90000153,786.5999756,0.970000029,99.09999847,0.529999971,-0.512000024,1.059999943,0.046,132.6999969,1202,30.67,135.72,0,0
0.25,1,71.30000305,978,0.140000001,92.19999695,0.261999995,-0.702000022,0.860000014,-0.025,171.8000031,1203,7.2,84.8,1,0
0.25,1,101,852.5999756,0.699999988,88.30000305,0.381000012,-0.356000006,1.899999976,0.041000001,98.40000153,1204,30.39,114.78,0,0
0.25,1,109.9000015,498.3999939,0.409999996,85.19999695,0.49000001,-0.546000004,0.25999999,-0.057999998,96.59999847,1205,38.18,189.1,0,0
0.25,1,95.40000153,887.7999878,0.529999971,99.59999847,0.286000013,-0.768999994,0.289999992,-0.035999998,116.8000031,1206,8.32,115.21,1,0
0.25,1,92.5,854.7999878,0.959999979,91.30000305,0.537999988,-0.680000007,0.300000012,-0.079000004,114.1999969,1207,23.13,169.38,0,0
0.25,1,127.8000031,993.4000244,0.419999987,83,0.321999997,-0.344000012,1.929999948,-0.008,179.3000031,1208,52.45,164.04,0,0
0.25,1,87.40000153,641.4000244,0.889999986,92.59999847,0.30399999,-0.681999981,1.679999948,-0.026000001,130.5,1209,22.17,178.89,0,0
0.25,1,112.8000031,676.5999756,0.129999995,82.19999695,0.59799999,-0.550000012,0.540000021,-0.056000002,122.0999985,1210,50.08,245.28,0,0
0.25,1,109.0999985,661.2000122,0.270000011,85.80000305,0.204999998,-0.762000024,1.100000024,0.085000001,127.4000015,1211,16.43,215.95,0,0
0.25,1,70.5,575.4000244,0.600000024,89.19999695,0.277999997,-0.541000009,0.99000001,-0.071000002,90.90000153,1212,20,112.17,0,0
0.25,1,111.1999969,828.4000244,0.159999996,94.19999695,0.582000017,-0.493000001,1.909999967,0.037999999,108,1213,20.74,99.67,0,0
0.25,1,122.5,940.5999756,0.02,93.69999695,0.501999974,-0.300999999,1.159999967,-0.059,139.6999969,1214,55.03,168.08,0,0
0.25,1,113.5999985,564.4000244,0.569999993,89.90000153,0.365999997,-0.495000005,0.569999993,-0.034000002,155.6000061,1215,59.15,263.55,0,0
0.25,1,111.5,452.2000122,0.74000001,93.5,0.469999999,-0.560000002,0.419999987,-0.046999998,160.8000031,1216,49.42,252.97,0,0
0.25,1,113.5999985,683.2000122,0.879999995,94.09999847,0.222000003,-0.432999998,0.819999993,-0.034000002,123.4000015,1217,49.41,202.48,0,0
0.25,1,80.09999847,764.5999756,0.680000007,95.19999695,0.474000007,-0.451999992,1.840000033,-0.028999999,181.1000061,1218,23.32,102.26,0,0
0.25,1,93.5,747,0.860000014,87,0.324999988,-0.254999995,1.230000019,0.086999997,196.8999939,1219,100.31,293.11,0,1
0.25,1,132.3999939,595.2000122,0.319999993,92.19999695,0.509000003,-0.73299998,1.019999981,-0.090000004,172.3000031,1221,34.76,308.42,0,0
0.25,1,104.5,500.6000061,0.790000021,91.09999847,0.546999991,-0.38499999,0.779999971,-0.050999999,152,1222,69.26,239.46,0,0
0.25,1,130.1999969,601.7999878,0.300000012,86.69999695,0.560000002,-0.717999995,1.929999948,-0.057999998,146.8000031,1223,34.73,290.69,0,0
0.25,1,109.5999985,879,0.449999988,98.69999695,0.407999992,-0.504999995,0.200000003,0.067000002,176.1999969,1224,17.71,96.29,0,0
